topic_id,like_count,reply_count,engagement_score,created_at
8920,13,4,17,2024-03-11 05:43:30.271
8909,9,2,11,2024-03-10 13:54:47.515
8908,5,0,5,2024-03-10 13:54:27.589
8906,3,0,3,2024-03-10 02:04:56.909
8788,17,5,22,2024-03-08 04:49:33.201
8778,3,1,4,2024-03-07 10:43:28.635
8777,16,6,22,2024-03-07 10:43:24.841
8776,1,0,1,2024-03-07 10:43:20.261
8771,3,1,4,2024-03-07 04:51:59.510
8764,7,2,9,2024-03-06 07:30:42.243
8763,8,4,12,2024-03-06 07:30:39.556
8755,2,0,2,2024-03-05 10:24:42.031
8737,5,0,5,2024-03-05 01:10:40.007
8736,7,0,7,2024-03-05 01:10:34.382
8735,3,0,3,2024-03-05 01:10:26.815
8725,7,2,9,2024-03-04 01:30:56.984
8703,10,4,14,2024-03-02 10:32:52.170
8701,2,0,2,2024-03-02 10:32:15.681
8700,5,1,6,2024-03-02 10:31:50.548
8671,10,2,12,2024-03-01 00:38:28.561
8652,4,0,4,2024-02-28 07:20:54.508
8565,6,3,9,2024-02-28 00:09:14.087
8552,8,3,11,2024-02-27 00:27:41.931
8550,3,0,3,2024-02-27 00:27:26.138
8532,14,4,18,2024-02-26 06:10:01.166
8520,4,0,4,2024-02-26 00:24:06.697
8519,6,0,6,2024-02-26 00:23:37.091
8518,5,0,5,2024-02-26 00:23:08.847
8503,8,2,10,2024-02-25 02:21:18.952
8481,5,0,5,2024-02-23 00:23:22.952
8480,4,0,4,2024-02-23 00:23:19.349
8479,3,0,3,2024-02-23 00:23:12.075
8475,7,1,8,2024-02-22 10:05:35.516
8470,14,0,14,2024-02-22 06:27:37.165
8449,3,1,4,2024-02-21 03:03:02.435
8448,14,7,21,2024-02-21 03:02:49.137
8447,12,4,16,2024-02-21 03:02:44.179
8438,2,0,2,2024-02-20 01:08:36.632
8437,8,3,11,2024-02-20 01:08:28.402
8427,4,0,4,2024-02-19 08:10:39.122
8387,17,3,20,2024-02-17 11:37:22.183
8386,14,2,16,2024-02-17 11:37:17.710
8384,4,0,4,2024-02-17 11:36:49.842
8383,13,3,16,2024-02-17 11:36:00.545
8382,6,1,7,2024-02-17 11:35:51.980
8381,7,3,10,2024-02-17 11:35:43.797
8380,5,0,5,2024-02-17 11:35:35.190
8379,3,1,4,2024-02-17 11:35:23.392
8378,8,3,11,2024-02-17 11:35:01.532
8357,11,1,12,2024-02-16 13:47:52.450
8349,2,0,2,2024-02-16 09:00:45.453
8340,11,0,11,2024-02-16 03:50:04.717
8339,4,1,5,2024-02-16 03:49:59.802
8335,6,1,7,2024-02-16 03:16:21.132
8334,3,0,3,2024-02-16 03:15:37.380
8333,11,8,19,2024-02-16 03:15:28.977
8331,5,1,6,2024-02-16 03:14:36.607
8270,3,0,3,2024-02-15 03:13:04.408
8267,6,1,7,2024-02-15 03:07:44.639
8266,33,16,49,2024-02-15 03:07:33.055
8264,4,2,6,2024-02-15 03:06:02.328
8249,15,1,16,2024-02-14 04:28:44.221
8247,12,2,14,2024-02-14 04:28:02.227
8237,10,2,12,2024-02-13 05:05:05.219
8236,5,0,5,2024-02-13 05:04:49.012
8235,4,1,5,2024-02-13 05:01:59.663
8234,8,5,13,2024-02-13 05:01:40.284
8232,5,6,11,2024-02-13 04:58:09.412
8231,12,2,14,2024-02-13 04:58:03.256
8183,2,1,3,2024-02-09 04:34:01.106
8163,10,2,12,2024-02-08 05:01:23.417
8162,12,9,21,2024-02-08 05:01:19.039
8149,19,7,26,2024-02-07 09:27:00.926
8140,4,1,5,2024-02-06 05:56:40.758
8137,3,0,3,2024-02-06 04:52:10.995
8121,2,0,2,2024-02-05 02:43:40.299
8120,12,1,13,2024-02-05 02:43:29.076
8095,1,1,2,2024-02-02 10:54:11.846
8069,6,1,7,2024-02-01 03:00:27.143
8068,8,1,9,2024-02-01 03:00:24.518
8050,2,1,3,2024-01-30 10:05:31.882
8046,13,2,15,2024-01-30 06:04:31.413
8033,9,2,11,2024-01-29 02:53:20.082
8032,5,1,6,2024-01-29 02:53:16.803
8031,18,5,23,2024-01-29 02:53:00.791
8030,5,1,6,2024-01-29 02:52:57.138
7997,5,0,5,2024-01-26 05:02:42.582
7993,0,0,0,2024-01-26 03:24:32.762
7933,6,0,6,2024-01-25 04:03:31.232
7847,15,2,17,2024-01-23 01:16:02.613
7836,8,0,8,2024-01-22 04:25:12.498
7835,14,2,16,2024-01-22 04:25:06.181
7834,21,10,31,2024-01-22 04:24:57.314
7833,10,1,11,2024-01-22 04:24:47.968
7754,8,1,9,2024-01-18 07:46:17.887
7693,6,0,6,2024-01-18 04:01:57.156
7690,4,1,5,2024-01-18 04:00:50.725
7614,2,0,2,2024-01-17 05:37:02.760
7556,4,0,4,2024-01-16 05:00:26.583
7555,28,6,34,2024-01-16 05:00:20.225
7553,0,0,0,2024-01-16 04:59:42.643
7537,3,0,3,2024-01-15 04:49:16.173
7536,3,0,3,2024-01-15 04:49:11.498
7535,3,0,3,2024-01-15 04:49:06.466
7534,10,3,13,2024-01-15 04:48:54.815
7460,3,0,3,2024-01-12 03:28:46.274
7456,14,1,15,2024-01-12 01:26:11.827
7449,29,16,45,2024-01-11 09:58:08.178
7419,4,0,4,2024-01-10 00:53:36.126
7409,2,0,2,2024-01-09 06:17:48.639
7407,4,1,5,2024-01-09 06:17:31.174
7405,9,6,15,2024-01-09 06:17:12.744
7335,6,1,7,2024-01-08 09:00:42.825
7334,2,0,2,2024-01-08 09:00:29.404
7328,1,0,1,2024-01-08 04:04:20.026
7326,5,1,6,2024-01-08 03:57:08.473
7324,3,1,4,2024-01-08 03:55:42.992
7323,0,0,0,2024-01-08 03:54:29.023
7275,3,0,3,2024-01-05 03:35:42.576
7274,13,1,14,2024-01-05 03:35:28.068
7266,4,3,7,2024-01-04 02:26:21.664
7265,1,0,1,2024-01-04 02:26:07.233
7255,0,0,0,2024-01-03 02:39:29.264
7254,8,1,9,2024-01-03 02:39:19.505
7253,5,1,6,2024-01-03 02:39:05.320
7235,4,0,4,2024-01-02 03:52:31.311
7234,6,0,6,2024-01-02 03:52:21.084
7233,13,2,15,2024-01-02 03:52:15.542
7229,1,0,1,2024-01-02 02:25:31.965
7228,13,7,20,2024-01-02 02:22:58.307
7227,4,0,4,2024-01-02 02:22:43.307
7226,2,0,2,2024-01-02 02:22:24.967
7225,5,2,7,2024-01-02 02:22:04.244
